query,prediction,ground_truth,f1_score,exact_match
মেক্সিকান এবং আমেরিকানদের মধ্যে সান দিয়েগো নিয়ে আলোচনার পরে কী প্রতিষ্ঠিত হয়েছিল?  ,"

লীগ হিসাবে প",মেক্সিকো-আমেরিকান আমেরিকার ,0.0,0
1848 সালে মেক্সিকো এবং মার্কিন যুক্তরাষ্ট্রের মধ্যে গড়ে ওঠা চুক্তির নাম কী ছিল?  ,"

কাহুঙ্গার সন্ধি",গুয়াদালাপে হিডালগো চুক্তির ,0.0,0
মেক্সিকো এবং আমেরিকার সীমানা কেন সান দিয়েগো বেয়ের সবচেয়ে দক্ষিণাঞ্চলের দক্ষিণে একটি লীগ প্রতিষ্ঠা করেছিল?  ,"

মেক্সিকো এবং আমেরিকার সীমানা কেন সান দিয়েগো বেয়ের",মার্কিন যুক্তরাষ্ট্রের মধ্যে উপসাগর অন্তর্ভুক্ত ক,0.0,0
সান দিয়েগো কোন বছরে সরকারীভাবে একটি শহরে পরিণত হয়েছিল?  ,"

১৮৫০ স",১৮৫০ স,1.0,1
সান দিয়েগোর প্রথম মেয়র কে ছিলেন?  ,"

এইচ বিন প",জোশুয়া এইচ বিন প,0.8571428571428571,0
সান দিয়েগো প্রথম মেয়র নির্বাচিত হওয়ার দুই বছর পরে কী হয়েছিল?  ,"

দেউলিয়া হ",শহরটি দেউলিয়া হয়ে ,0.4,0
ক্যালিফোর্নিয়ার আইনসভা কর্তৃক বাতিলের পরে সান দিয়েগোর সনদটি 2 বছর কে নিয়ন্ত্রণ করেছিলেন?  ,"

ট্রাস্টি বোর্ডের",ট্রাস্টি বোর্ডের ,1.0,1
সান দিয়েগোয়ের বর্তমান সনদটি কখন গৃহীত হয়েছিল?  ,"

১৮৮৯ স",১৯১৩ ,0.0,0
সান দিয়েগোয়ের মূল অবস্থানটির মূল ত্রুটিটি কী ছিল?  ,"

নাব্যযোগ্য জল থেকে কয়েক মাইল দূরে অবস্থানটি অবস্�",্য জল থেকে কয়েক মাইল দূরে অ,0.6666666666666666,0
নিউ সান দিয়েগো কে প্রথম অবস্থানের দক্ষিণে বিকশিত করেছিলেন?  ,"

উইলিয়াম হিথ ডেভিস ম",উইলিয়াম হিথ ডেভিস ম,1.0,1
ডাউনটাউন সান দিয়েগোতে জনসংখ্যা বৃদ্ধির জন্য মূলত দায়ী কে?  ,"

নিউ টাউনে",অ্যালোনজো হর্টন উ,0.0,0
1878 সালে সান দিয়েগোয়ের অর্থনৈতিক প্রবৃদ্ধিতে ভূমিকা পালনকারী কী ঘটেছিল?  ,"

নিউ টাউন শ",রেলপথ সংযোগ না ,0.0,0
সান দিয়েগোর শহরতলীর অঞ্চলটিকে মূলত কী বলা হত?  ,"

নিউ টাউন",নতুন উন্নয,0.0,0
বিশ শতকের শুরুতে সান দিয়েগোতে কোন পার্ক দুটি বিশ্ব মেলা আয়োজন করেছিল?  ,"

বালবোয়া পার্কে",বালবোয়া পার্কে ,1.0,1
নগরীর মেক্সিকান এবং স্প্যানিশ অতীতকে স্বীকৃতি হিসাবে 1950 এর দশকে কোন উত্সব উদযাপিত হয়েছিল?  ,"

ফিয়েস্তা দেল প্যাসিফিকো ন",ফিয়েস্তা দেল প্যাসিফিকো ন,1.0,1
ওয়ার্ল্ড ফেয়ারের জন্য গড়ে ওঠা অনেক কাঠামোর কী হয়েছিল?  ,"

বিল্ডিংগুলি","বেশিরভাগই শেষ পর্যন্ত পুনর্নির্মাণ করা হয়েছিল, স্থাপত্য শৈলীতে ধরে রাখতে মূল ফ্যাডের কাস্টিংগুলি ব্যবহার করে। ১",0.0,0
১৮৫২ এর পরেই উপকূলীয় আর্টিলারি ব্যাটারিগুলির নাম কী দেওয়া হয়েছিল?  ,"

ফোর্ট রোজক্র্যানস",ফোর্ট রোজক্র্যানস। ,1.0,1
সান দিয়েগোতে রায়ান এয়ারলাইন্সের দ্বারা নির্মিত চার্লস এ লিন্ডবার্গের বিমানটির নাম কী ছিল?  ,"

স্প্রিট অফ সেন্ট লুইস সান-",সেন্ট লুইস সান-এ ন,0.4444444444444445,0
আজকের মেরিন কর্পস এয়ার স্টেশন মিরামার আসল নাম কী ছিল?  ,"

ফোর্ট রোজক্র্যানস",ক্যাম্প ম্যাথিউস এ,0.0,0
১৯০১ সালে সান দিয়েগোতে সামরিক বাহিনীর কোন শাখার শক্তিশালী উপস্থিতি শুরু হয়েছিল?  ,"

নৌবাহিনী",রে সেনাবাহিনী উ,0.0,0
1923 সালে সান দিয়েগোতে কোন বিমানের বিকাশকারী প্রতিষ্ঠিত হয়েছিল?  ,"

রায়ান এয়ারলাইন্সের", বিমান র,0.0,0
সান দিয়েগোর জনসংখ্যা এত দ্রুত বৃদ্ধি পেয়েছিল যে এটি প্রায় দ্বিগুণ হয়ে যায়?  ,"

১৯৩০ ১৪৭,৯৯৫ এবং ১৯৫০ ৩৩৩,৮৬৫৫ এর মধ্যে","দ্বিতীয় বিশ্বযুদ্ধের সময়, অনেক স",0.0,0
সান দিয়েগোর বিরুদ্ধে জাপানিরা যে হামলার পরিকল্পনা করেছিল তা কী ছিল?  ,"

জৈবিক হামলার জ","াকে ""অপারেশন চেরি ব্লসম",0.0,0
"জাপানিরা কেন তাদের পরিকল্পনার আক্রমণ 22 সেপ্টেম্বর, 1945 সালে শুরু করেনি?  ","

পাঁচ স",পাঁচ সপ্তাহ আগে জাপান আত্মসমর্পণ করেছিল।  ,0.25,0
১৯ 1970০ এর দশকে টুনা ক্যানিং শিল্প কর্তৃক সান দিয়েগোকে কী ডাক নাম দেওয়া হয়েছিল?  ,"

বিশ্বের টুনার রাজধানী","বিশ্বের টুনার রাজধানী"" ",1.0,1
১৯১০-এর দশকে মধ্য সান দিয়েগোয়ের টুনা ক্যানারিটি যে ১৯১১ সালে বিকশিত হয়েছিল তাতে কতটি কাজ তৈরি হয়েছিল?  ,"

এক হাজারেরও বেশি লোককে নিযুক্ত করেছিল",১৯৭০০ এর দশক অ,0.0,0
১৯৮০ এর দশকের গোড়ার দিকে কেনারিগুলি শেষ পর্যন্ত বন্ধ করা হয়েছিল?  ,"

১৯৮০ এর দশকের গোড়ার দিকে ক",ক্রমবর্ধমান ব্যয় এবং বিদেশী প্রতিযোগিতার ,0.0,0
কোন দেশ থেকে আসা অভিবাসীদের প্রাথমিকভাবে ক্যানারিগুলি সমর্থনকারী ফিশিং বহর দ্বারা ভাড়া করা হয়েছিল ??  ,"

জেলে এ",জাপানের ,0.0,0
পর্তুগালের কোন অঞ্চল থেকে অভিবাসীরা সান দিয়েগো মাছ ধরা শিল্পে কাজ করতে এসেছিল?  ,"

পর্তুগিজ আজোরেস এ",পর্তুগিজ আজোরেস এ,1.0,1
শহর দিয়ে সান দিয়েগো নদীটি কোন দিকে চলেছে?  ,"

পশ্চিমে",পূর্ব থেকে পশ্চিমে ,0.5,0
সান দিয়েগো জুড়ে প্রচুর উপত্যকাগুলি এবং পাহাড়গুলি কী তৈরি করেছে?  ,"

প্রাকৃতিক উন্মুক্ত স্থানের ছোট ছোট পকেট ত",প্রাকৃতিক উন্মুক্ত স্থানের ছোট ছোট প,0.7692307692307692,0
শহরের উত্তর ও দক্ষিণাঞ্চলকে কী ভাগ করে?  ,"

সান দিয়েগানরা নগর উপত্যকাগুলিকে",সান দিয়েগানরা ন,0.5714285714285715,0
সান দিয়েগো নদীটি একবার কোথায় প্রবাহিত হয়েছিল?  ,"

উপসাগরে",সান দিয়েগানরা ন,0.0,0
কোন সম্প্রদায় ডাউনটাউন সান দিয়েগো থেকে উপদ্বীপে অঞ্চল জুড়ে?  ,"

বালবোয়া পার্কটি",পয়েন্ট লোমা শ,0.0,0
শহরের মধ্যে ওটয় মেসাকে কোথায় পাওয়া যায়?  ,"

মেক্সিকো-মার্কিন যুক্তরাষ্ট্রের সীমান্তের পাশে",মেক্সিকো-মার্কিন যুক্তরাষ্ট্রের সীমান্তের পাশে অ,0.888888888888889,0
"সান দিয়েগোতে একমাত্র উপকূলীয় জনগোষ্ঠী যার নামে ""সৈকত"" শব্দটি নেই?  ","

মিশন ভ্যালি এবং আন্তঃদেশীয়","লা জোলা, ",0.0,0
সান দিয়েগোয়ের সবচেয়ে উত্তর-পূর্বাঞ্চলটি কোন উপত্যকাকে ঘিরে রয়েছে?  ,"

বালবোয়া পার্কটি",সান পাসকুয়াল উপত্যকা র,0.0,0
সান দিয়েগোতে প্রথম আকাশচুম্বী কী নির্মিত যা 300 ফুটের ওপরে লম্বা ছিল?  ,"

এল কর্টেজ হোটেল ন",এল কর্টেজ হোটেল ন,1.0,1
ওয়ান আমেরিকা প্লাজা কত লম্বা?  ,"

৫০০ ফুট ১৫০ মিটার উ",০০ ফুট ৯,0.25,0
সান দিয়েগোতে সর্বাধিক উচ্চতার আকাশচুম্বী ব্যক্তিরা কী হতে পারে তা নির্ধারণে কোন ভূমিকা পালন করেছিল?  ,"

ইউনিয়ন ব্যাংক অফ ক্যালিফোর্নিয়া বিল্ডিং এবং সিম্ফনি ট",সান দিয়েগো আন্তর্জাতিক বিমানবন্দরের ,0.0,0
সান দিয়েগোতে সবচেয়ে উঁচু বিল্ডিং হিসাবে কোন ব্যাংক সময় ব্যয় করেছিল?  ,"

ইউনিয়ন ব্যাংক অফ ক্যালিফোর্নিয়া বিল্ডিং",ইউনিয়ন ব্যাংক অফ ক্যালিফোর্নিয়া বিল্ডিং এ,0.9090909090909091,0
সান দিয়েগো কখন তার বেশিরভাগ বৃষ্টিপাত গ্রহণ করে?  ,"

ডিসেম্বর এবং মার্চের মধ্যে",ডিসেম্বর এবং মার্চের মধ্যে ব,0.888888888888889,0
দেশের সেরা গ্রীষ্মের আবহাওয়া সান দিয়েগোকে কী স্থান দিয়েছে?  ,"

কৃষকদের আলমানাকের স",ওয়েদার চ্যানেল দ,0.0,0
সান দিয়েগো কোন ধরণের জলবায়ু হিসাবে শ্রেণিবদ্ধ হয়?  ,"

অর্ধ-শুকনো জলবায়ু বিএসএইচ ম", সেরা জলবায়ুর ,0.0,0
শীতে সান দিয়েগোতে কোন ধরণের আবহাওয়ার অভিজ্ঞতা আশা করা যায়?  ,"

হালকা শীতকালের দ্বারা",হালকা শ,0.4,0
কোন অঞ্চলগুলি সবচেয়ে উল্লেখযোগ্য তাপমাত্রার তারতম্য অনুভব করে?  ,"

অভ্যন্তরীণ অঞ্চলগুলি",অভ্যন্তরীণ। কখনও ক,0.4,0
আগস্টে এল ক্যাজনে গড় উচ্চ তাপমাত্রা কত?  ,"

৭৮ °  ২৬ °  হ",৮ °  ২,0.0,0
মে এবং জুন মাসে সান দিয়েগোতে প্রায়শই কম্বল কী?  ,"

মে ধূসর / জুন অবসন্নতার","একটি ঘন ""সামুদ্রিক স্তর"" মেঘের আবরণট",0.0,0
সান দিয়েগো শহরে গড়ে জানুয়ারির গড় তাপমাত্রা কত?  ,"

৪২ ডিগ্রি ফারেনহাইট",৫০ °  ১০ °  ,0.0,0
বসন্তকালীন মেঘের আবরণ তাপমাত্রায় কী প্রভাব ফেলে?  ,"

স্যাঁতসেঁতে","বাতাসকে শীতল এবং স্যাঁতসেঁতে রাখে, ত",0.2857142857142857,0
উপকূল বরাবর ফেব্রুয়ারিতে গড় বৃষ্টিপাত কত?  ,"

২ ই", ইঞ্চি ২৫০ মিমি ব,0.0,0
১৯২১ সালের ডিসেম্বরে সান দিয়েগো যে আবহাওয়া অনুভব করেছিলেন তা সম্পর্কে কী তাৎপর্যপূর্ণ?  ,"

বৃষ্টিপাত গড়ে বছরে প্রায় ১০ ইঞ্চি ২৫০ মিমি বৃষ্�",র আর্দ্রতম বছরে ,0.16666666666666666,0
সান দিয়েগো উপকূলে গড় বার্ষিক বৃষ্টিপাত কত?  ,"

১০.৬৬ ই",১০ ইঞ্চি ২৫০ মিমি ব,0.0,0
সান দিয়েগোতে কোন অঞ্চলগুলি সাধারণত সর্বাধিক বৃষ্টিপাতের অভিজ্ঞতা লাভ করে?  ,"

উচ্চতর উঁচুতে",উচ্চতর উন্নত অঞ্চল এ,0.3333333333333333,0
সান দিয়েগো উপকূলে কোন গাছ সুরক্ষিত?  ,"

টরে পাইন উ",টরে পাইন উ,1.0,1
সান দিয়েগো কোনটি খরা প্রতিরোধী ঝোপঝাড় হিসাবে পরিচিত?  ,"

টরে পাইন উপকূল বরাবর স",ায় ব,0.0,0
Disadvantষি স্ক্রাব আবাসের সাথে কী অসুবিধে আসে?  ,"

দক্ষিণ ক্যালিফোর্নিয়ার বেশিরভাগ অংশের মতো সান দিয়ে�",দাবানলের ঝুঁকির ঝ,0.0,0
সান দিয়েগোতে কতটি পাখির প্রজাতি লক্ষ্য করা গেছে?  ,"

৪৯২ প",৪৯২ প,1.0,1
প্রতি বছর অডুবোন সোসাইটি কোন পাখির অনুষ্ঠানের আয়োজন করে?  ,"

বার্ড কাউন্টে",ক্রিসমাস বার্ড কাউন্টে ,0.8,0
সান দিয়েগো কাউন্টিতে বিচিত্র পাখির জনসংখ্যায় কী ফ্লাইওয়ে অবদান রাখে?  ,"

প্যাসিফিক ফ্লাইওয়ে",প্যাসিফিক ফ্লাইওয়েতে ,0.5,0
সেখানে থাকা বহু পাখির কারণে সান দিয়েগো কাউন্টিকে কোন শব্দটি বর্ণনা করে?  ,"

বার্ডেস্টে",  ,0.0,0
ক্যালিফোর্নিয়ার বৃহত্তম শতাব্দীর বৃহত্তম দাবানলটি কখন সংঘটিত হয়েছিল?  ,"

২০০৩ স",্কিত। ২০০৩ স,0.8,0
২০০৩ সালের historicতিহাসিক সিডার ফায়ারে কত একর পোড়া হয়েছিল?  ,"

২৮০,০০০ এ","২৮০,০০০ একর ১,১০০ কিমি ২ প",0.25,0
সান দিয়েগো স্কুল কেন সিডার ফায়ারের সময় বন্ধ হয়েছিল?  ,"

নিম্ন বায়ু মানের ক",ার ফায়ারের স,0.0,0
সিডার ফায়ারের কত বছর পরে অতিরিক্ত আগুন র‌্যাঞ্চো সান্তা ফে নষ্ট করেছিল?  ,"

চার বছর পরে",চার বছর পরে ক,0.8571428571428571,0
সিডার ফায়ারে কয়টি বাড়ি ধ্বংস হয়েছিল?  ,"

২,২০০ এরও বেশি ব","২,২০০ এরও বেশি ব",1.0,1
ক্যালিফোর্নিয়ার শীর্ষ পাঁচটি বৃহত্তম নগর অঞ্চলে সান দিয়েগো কোথায় র‌্যাঙ্ক করে?  ,"

তৃতীয় বৃহত্তম নগর অঞ্চল হিসাবে গড়ে তুলেছে",তৃতীয় বৃহত্তম ন,0.4,0
লস অ্যাঞ্জেলেস এবং সান ফ্রান্সিসকো কোন অঞ্চলে একত্রিত হয়ে সান দিয়েগোয়ের চেয়ে বৃহত্তর মেট্রোপলিটন অঞ্চল গঠনে গঠিত?  ,"

লস অ্যাঞ্জেলেস মহানগর অঞ্চল এবং সান ফ্রান্সিসকো মেট",রিভারসাইড – সান বার্নার্ডিনো স,0.16666666666666666,0
২০১০ সালের আদম শুমারির সময় সান দিয়েগোতে জনসংখ্যা কত ছিল?  ,"

১,৩০৭,৪০২, ৩ ৩৭২.১ ব","১,৩০৭,৪০২, ",0.4,0
সান দিয়েগো কয় বর্গমাইল ?েকে দেয়?  ,"

৩৭২.১ ব",৩৭২.১ ব,1.0,1
সান দিয়েগো শহুরে জনসংখ্যা কত?  ,"

২,৯৯৬,৭৪৬","২,৯৯৬,৭৪৬  ",1.0,1
২০০৯ সালে সান দিয়েগোর জনসংখ্যার ১৫.৯%% কোন জাতিসত্তা রয়েছে?  ,"

এশিয়ান",এশিয়ান ৫,0.6666666666666666,0
"২০০৯ সালে, জনসংখ্যার কত শতাংশ হিস্পানিক ছিল?  ","

২৪.৯% মেক্সিকান আমেরিকান,",২.৭% চ,0.0,0
২০১০ সালের আদম শুমারির সময় সান দিয়েগোর জনসংখ্যা কত ছিল?  ,"

১,৩০৭,৪০২ জ","১,৩০৭,৪০২ জ",1.0,1
২০০৯ থেকে ২০১০ সাল পর্যন্ত সান দিয়েগোতে জনসংখ্যা বৃদ্ধি কী ছিল?  ,"

২০১০ এর আদমশুমারি অ",মাত্র ২% এর নিচে য,0.22222222222222224,0
"সান দিয়েগোতে পরিবারের গড় আয় ছিল income 45,733 ডলারে?  ","

$ ৪,,৭৩৩৩ ডলারে",২০০৮ স,0.0,0
২০০৮ সালে অ-হিস্পানিক শ্বেতের মধ্যযুগ কত ছিল?  ,"

৪১..৬ বছর",৪৫.৩ % ,0.0,0
২০০৮ সালে কোন বর্ণ গোষ্ঠীর 18 বছরের কম বয়সী ব্যক্তিরা ছিলেন?  ,"

হিস্পানিক",হিস্পানিক স,0.6666666666666666,0
৫৫ বা তার বেশি বয়সী ব্যক্তিদের জনসংখ্যার মধ্যে ২০০৮ সালে অ-হিস্পানিক শ্বেতরা কত শতাংশ ছিল?  ,"

৪৫.৩ %",৬৩.১% গ,0.0,0
২০০৮ সালের আদম শুমারির সময় গড় বেতন কী বেড়েছিল?  ,"

$ ৪,,৭৩৩৩ ডলার থেকে", ৬৩.১% গ,0.0,0
কোন আঞ্চলিক পরিকল্পনা সংস্থা সান দিয়েগোর জন্য আদমশুমারির তথ্যচিত্র এবং টেবিল সরবরাহ করে?  ,,  ,0.0,1
2000 সালে সান দিয়েগো জনসংখ্যার কত শতাংশ 18 বছরের কম বয়সী ছিল?  ,"

২৪.০% ল",২৪.০% ল,1.0,1
2000 সালে কোন বয়সের জনসংখ্যার 10.5% জনসংখ্যা রয়েছে?  ,"

৬৫৫ ব",৬৫৫ বা তার বেশি ব,0.5714285714285715,0
সান দিয়েগোতে বসবাসকারীদের মধ্যযুগীয় বয়স 35.6?  ,"

৬৫৫ ব",২০০০ স,0.0,0
২০১১ সালে জনসংখ্যার কত শতাংশ সহস্রাব্দ ছিল?  ,"

৩৫.৬",২৪.০% ল,0.0,0
২০০৫ সালে সান দিয়েগোতে জনসংখ্যার কত শতাংশ দারিদ্র্যসীমার নিচে পড়েছিল?  ,"

১৪.৬% জ",১০.৬% প,0.0,0
কোন ম্যাগাজিন সান দিয়েগোকে দেশের পঞ্চম ধনী শহর হিসাবে চিহ্নিত করেছে?  ,"

মানি ম্যাগাজিন দ্বার",ফোর্বসের ,0.0,0
"2000 সালে, সান দিয়েগোতে মেয়েদের জন্য মধ্যম বেতন কত ছিল?  ","

$ ৫৩,০৬০।","$ ৩৬,৯৮৪  ",0.0,0
2005 সালের কত শতাংশ পরিবার দারিদ্র্যসীমার নিচে ছিল?  ,"

১০.৬% প",১০.৬% প,1.0,1
সান দিয়েগোতে কী ধরণের ট্যুর বিপুল সংখ্যক দর্শকদের আকর্ষণ করে?  ,"

বিয়ার ট্যুর","বিয়ার ট্যুর"" ",1.0,1
নভেম্বর মাসে সান দিয়েগোতে কোন বড় ঘটনাটি ঘটে?  ,"

বার্ষিক সান দিয়েগো বিয়ার সপ্তাহের",সান দিয়েগোয়ের মতো অ,0.22222222222222224,0
সান দিয়েগোতে কোন historicalতিহাসিক মিশন একটি প্রধান পর্যটকদের আকর্ষণ?  ,"

মিশন সান দিয়েগো দে আলকালা এ",মিশন সান দিয়েগো দে আলকালা এ,1.0,1
"সান দিয়েগোতে কোন জনপ্রিয় উদ্যানটি সান দিয়েগো চিড়িয়াখানা, সি ওয়ার্ল্ড এবং অসংখ্য জাদুঘর রয়েছে?  ","

বালবোয়া পার্ক, বেলমন্ট বিনোদন বিনোদন পার্ক, সান দিয�","বালবোয়া পার্ক, ",0.4,0
বিস্তৃত নৈপুণ্য বিয়ার শিল্পের ফলে শহরটিকে কী ডাকনাম দেওয়া হয়েছে?  ,"

ক্রাফট বিয়ার রাজধানী","আমেরিকার ক্রাফট বিয়ার রাজধানী"" ",0.8571428571428571,0
মেক্সিকোয় সান দিয়েগো যে সীমান্ত ভাগ করে নিয়েছে তা আর কতদিন?  ,"

২৪ কিমি",১৫ মাইল ২৪ কিমি স,0.5714285714285715,0
সীমান্তে পরবর্তী নিকটবর্তী বাণিজ্যিক ক্রসিংটি কোথায়?  ,"

বাজা ক্যালিফোর্নিয়া স",ওটাই মেসা অ,0.0,0
মেক্সিকোয় সান দিয়েগো কয়টি বর্ডার ক্রসিং ভাগ করে?  ,"

২৪ কিমি",দুটি ,0.0,0
শহরের বৃহত্তম বেসরকারী খাতের নিয়োগকারীদের মধ্যে কোন সেলুলার সংস্থা?  ,"

কোয়ালকম প",কয়েকটি ,0.0,0
সান দিয়েগোর বৃহত্তম সফটওয়্যার সংস্থাটি কী?  ,"

সিকিউরিটি সফ্টওয়্যার সংস্থা ওয়েবসেন্স ইনক।",ওয়েবসেন্স ইনক। ,0.5714285714285715,0
জ্বালানী বায়োটেকনোলজির বৃদ্ধিতে কোন প্রতিষ্ঠান অবদান রেখেছে?  ,"

ক্যালিফোর্নিয়া বিশ্ববিদ্যালয়, সান দিয়েগো এ","ক্যালিফোর্নিয়া বিশ্ববিদ্যালয়, ",0.5714285714285715,0
সান দিয়েগোতে কয়টি চুক্তি গবেষণা সংস্থা রয়েছে?  ,"

১৪০ টিরও বেশি ব",৪০০ ,0.0,0
বায়োটেক সংস্থাগুলির জন্য দুটি গবেষণা ক্ষেত্র এবং অফিস কতগুলি?  ,"

৪০০ টিরও বেশি ব",লা জোলা এবং আশেপাশের সোরেন্টো ভ্যালি অ,0.0,0
সান দিয়েগোতে প্রধান দুটি প্রধান বায়োটেক সংস্থার সদর দফতর কী?  ,"

ইলুমিনা এবং নিউরোক্রাইন বায়োসেন্সে",ইলুমিনা এবং নিউরোক্রাইন বায়োসেসেন্সের ম,0.6666666666666665,0
সান্টা ফে ডিপোতে কোন জাদুঘরের শাখা রয়েছে?  ,"

সান দিয়েগো মিউজিয়াম অফ ম্যান,",সমসাময়িক আর্ট সান দিয়েগো যাদুঘর এমসিএএসডি ল,0.3333333333333333,0
কোন জেলায় historicতিহাসিক জাহাজের প্রদর্শনী পাওয়া যাবে?  ,"

কলম্বিয়া জেলা শহরতলিতে",কলম্বিয়া জেলা শহরতলিতে স,0.8571428571428571,0
সান দিয়েগো চিড়িয়াখানাটি কোথায় পাওয়া যাবে?  ,"

বালবোয়া পার্কে",বালবোয়া পার্কে ,1.0,1
কোন মিউজিয়ামে ইউএসএস মিডওয়ে বিমানবাহক রয়েছে?  ,"

সান দিয়েগো মিউজিয়াম অফ আর্ট, সান দিয়েগো ন্যাচারাল �",সান দিয়েগো মেরিটাইম যাদুঘরের ,0.3333333333333333,0
বালবোয়া পার্কে স্থান-কেন্দ্রিক যাদুঘরটি কী?  ,"

সান দিয়েগো মিউজিয়াম অফ আর্ট, সান দিয়েগো ন্যাচারাল �",সান দিয়েগো এয়ার অ্যান্ড স্পেস মিউজিয়ামের ,0.28571428571428575,0
সান দিয়েগো সিম্ফনি এর পরিচালক কে?  ,"

জাহাজ লিং পরিচালিত",জাহাজ লিং প,0.6666666666666666,0
ক্রিস্টোফার অ্যাশলে পরিচালিত অভিনয়টি কোথায় উপভোগ করা যায়?  ,"

লা জোলা প্লে হাউসটি",ইউসিএসডি-তে লা জোলা প্লে হাউসটি ,0.888888888888889,0
আর্টস এবং থিয়েটার সেক্টরে সান দিয়েগোয়ের মূলের কতটা পিছনে?  ,"

১৮৯৮ স",১৮৯৮ স,1.0,1
নাগরিক কেন্দ্র প্লাজায় অপেরা আমেরিকা সান দিয়েগো অপেরা কে বলে?  ,"

সিম্ফনি টাওয়ারসে",মার্কিন যুক্তরাষ্ট্রের শীর্ষ ১০ অপেরা সংস্থার মধ্যে ওপেরা ,0.0,0
কোন টুর্নামেন্টটি বুক ইনভাইটেশনাল হিসাবে পরিচিত ছিল?  ,"

ওপেন গল্ফ টুর্নামেন্ট প",কৃষক বীমা ওপেন গ,0.25,0
১৯৮৮ থেকে ১৯৫৫ সাল পর্যন্ত সান দিয়েগো ইয়ট ক্লাবের দ্বারা আমেরিকা কাপের ইয়ট রেস কতবার অনুষ্ঠিত হয়েছিল?  ,"

তিনবার হ",তিনবার হ,1.0,1
সান দিয়েগোতে কোন সমুদ্র সৈকত খেলা আবিষ্কার হয়েছিল?  ,"

বাস্কেটবল বাস্কেটবল সংস্থার সান দিয়েগো সার্ফটি শহ",ওভার-দ্য-লাইন স,0.0,0
মিশন বেতে প্রতি বছর ইয়ট সম্পর্কিত কোন অনুষ্ঠান হয়?  ,"

বার্ষিক কৃষক বীমা ওপেন গল্ফ টুর্নামেন্ট প",ওভার-দ্য-লাইন চ্যাম্পিয়নশিপ অ,0.0,0
কৃষকদের বীমা ওপেনের জন্য কোন গল্ফ কোর্স রয়েছে?  ,"

পাইনস গল্ফ কোর্সে",টরে পাইনস গল্ফ কোর্সে ,0.8571428571428571,0
কোন বছরে শহরটি একটি শক্তিশালী মেয়র সরকারে পরিবর্তনের জন্য ভোট দিয়েছে?  ,"

২০০৪ স",২০০৬ স,0.5,0
সান দিয়েগোতে প্রতি ১৩7 জন বাসিন্দার জন্য কতজন কর্মচারী আছেন?  ,"

১৩৭ জ",একজন ,0.0,0
নগর পরিষদে সদস্য সংখ্যা কত?  ,"

৯ স",৯ স,1.0,1
কাউন্টির বেতন কী?  ,"

৭৩৩ মিলিয়ন ডলারের বেশি",৩৩ মিলিয়ন ডলারের বেশি।  ,0.75,0
নগরীর অ্যাটর্নি এবং মেয়র কে ভোট দেয়?  ,"

পুরো শহরের ভোটারদের দ্বারা",পুরো শহরের ভোটারদের ,0.8571428571428571,0
কাউন্সিল সদস্যদের মেয়াদ কত দিন?  ,"

চার বছরের মেয়াদে",চার বছরের মেয়াদে ন,0.8571428571428571,0
কেভিন ফকনকার?  ,"

মেয়র এ",বাচিত হন। মেয়র এ,0.6666666666666666,0
2005 সালে সিটি কাউন্সিলের কোন দুই সদস্যকে চাঁদাবাজির দায়ে দোষী সাব্যস্ত করা হয়েছিল?  ,"

র‌্যাল্ফ ইনজুঞ্জা এবং ডেপুটি মেয়র মাইকেল জুকচে�",র‌্যাল্ফ ইনজুঞ্জা এবং ডেপুটি মেয়র মাইকেল জুকচেট - ,0.8571428571428571,0
জুলচেটের নয়টি গণনার মধ্যে সাতটি কী কারণে খালাস পেয়েছিল?  ,"

বেকসুর খ",২০০৫ স,0.0,0
ইনজুঞ্জার কারাগারের সাজা কত দিন ছিল?  ,"

২১ মাসের ক",২১ মাসের ,0.8,0
মেয়র বব ফিলারকে পদত্যাগ করতে বলা হয়েছিল কেন?  ,"

বারবার যৌন হয়রানির অভিযোগে",বারবার যৌন হয়রানির অভিযোগের ,0.75,0
কতজন মহিলা ফিলনার দ্বারা যৌন হয়রানির দাবি করেছেন?  ,"

১৮ জ",১৩ স,0.0,0
ফিলারের সাজা কী ছিল?  ,"

জালিয়াতি কারাবাস",গৃহবন্দিকরণ এবং প্রবেশন প,0.0,0
ফিলার এবং শহরের প্রতিনিধিদের মধ্যে মধ্যস্থতা প্রক্রিয়া কখন শুরু হয়েছিল?  ,"

১৮ জ",১৯ ই আগস্ট ফ,0.0,0
ফিলারের বিচার কত দিন স্থায়ী হয়েছিল?  ,"

৩০, ২০১৩ থেকে ক",ছয় সপ্তাহের ,0.0,0
বিজনেস ইনসাইডার 2013 সালে সান দিয়েগোকে কী বলেছিল?  ,"

২০ -তম নিরাপদ শহর হ",আমেরিকাতে ২০ -তম নিরাপদ শহর হ,0.9090909090909091,0
শীর্ষ দশের তালিকায় ফোর্বস সান দিয়েগোকে কোন স্থানে স্থান দিয়েছে?  ,"

নিরাপদ শহর হিসাবে স",নবম-ন,0.0,0
২০০২ থেকে ২০০ 2006 সাল অবধি সান দিয়েগোতে অপরাধের হার কত শতাংশ কমেছে?  ,"

০.৮% হ",০০  ,0.0,0
2002 এবং 2006 এর মধ্যে কোন ধরণের অপরাধ বৃদ্ধি পেয়েছিল?  ,"

সম্পত্তি অপরাধ বেড়েছে ১.১%",্যন্ত অপরাধের ,0.0,0
